"Eif5b"
"Synm"
"Gtf3c1"
"Kdm5c"
"Hccs"
"Scly"
"Gm3608"
"Tmcc2"
"Zbtb4"
"Meis1"
"Kdm6b"
"Spin1"
"Sncg"
"Ripk3"
"Cox6c"
"Slc11a2"
"0610012G03Rik"
"Cdkn1a"
"Csf1r"
"Kcna4"
"2310003L22Rik"
"Gm2026"
"Trim44"
"Mybphl"
"Clspn"
"Rcc2"
"Cdk5rap2"
"Haus6"
"Gal3st4,Gpc2"
"Uqcrc2"
"Itgal"
"Nup93"
"Zfp868"
"4931406C07Rik"
"Unk"
"Plekhh1"
"2810429I04Rik"
"Mrps36"
"Lca5l"
"Park2"
"Gfra3"
"Fam171a1"
"Prrx2"
"Scrn3"
"Rbm45"
"Casc4"
"5430405G05Rik"
"Atp5c1"
"Ddrgk1"
"Rap2b"
"Mccc1"
"Gm12966"
"Aim1l"
"Tmem60"
"Tcf23"
"Grpel1"
"Gpr133"
"Mum1l1"
"Rps6ka6"
"Myoz1"
"Dis3"
"RP23-356J2.13,Rhbdl1,Rhot2,Wdr90"
"Sgol1"
"Usmg5"
"Gm14324"
"Pgrmc2"
"Nr0b2"
"Tmem69"
"Gm13157"
"Fbxo44"
"Isg15"
"RP23-360N5.1"
"Snca"
"Gm7363"
"Trappc5"
"2310022B05Rik"
"Ctsh"
"Zfp266"
"Dag1"
"Mmgt1"
"Cops8"
"Cenpw"
"Gsg2"
"4930474H06Rik"
"Galnt1"
"Fam13b"
"Blnk"
"Slc25a12"
"Gm12655"
"Jun"
"Zbtb8b"
"Tpst2"
"Phtf2"
"Adck2,Ndufb2"
"4933436C20Rik"
"Spats2l"
"Nckap5"
"Zfp184"
"Gm15440"
"Dcp1a"
"Dmxl1"
"Gstp2"
"Klc2"
"Myh7b"
"Zbtb7b"
"Zyg11b"
"Ppbp"
"Hmg1l1"
"Rcn3"
"Nprl2"
"Snrk"
"Reps2"
"Tmem9"
"Fam184a"
"Cdc34-ps"
"Cbx1"
"Slc16a3"
"4833439L19Rik"
"Cacna1d"
"Cma1"
"Zfp7"
"Lgi1"
"Ttll7"
"Slc24a6"
"Slbp"
"Suds3"
"Ccl24"
"Avl9"
"Maz"
"Timm8b"
"Stag1"
"Kbtbd5"
"Col6a1"
"Nav3"
"Abi3"
"2810410L24Rik"
"Chrna2"
"Pdhb"
"AU021092"
"Pygo2"
"Alg2"
"4921504A21Rik"
"Fastk"
"Bcl3"
"Sept1"
"Mrpl44"
"Nr5a2"
"Hbs1l"
"Srsf2"
"Socs3"
"Tnxa"
"H2-Ke6,Slc39a7"
"Rem1"
"Mgmt"
"Smad6"
"Haus7"
"Uty"
"Fam126b"
"Hdac4"
"Sdhc"
"Tube1"
"Srek1"
"Pcca"
"Mrps16"
"Arid2"
"Cd47"
"Tcf7l2"
"Psd4"
"Shf"
"Zyx"
"Mrps12"
"Pex11a"
"Lonrf1"
"Cxx1c"
"Rpsa-ps5"
"Pfn1"
"Rabl3"
"Zfp532"
"1700034H14Rik"
"Sulf2"
"Anxa5"
"Zfp282"
"Prx"
"Mtmr12"
"Acvr1b"
"Casp7"
"Ass1"
"Hectd3"
"Sfpq"
"AI507597"
"Efhd2"
"Crybb1"
"Gm15459"
"Lnx1"
"Thsd7a"
"2610020H08Rik"
"Stat1"
"Kif14"
"Chst11"
"Fam100b"
"Nt5c"
"Smoc1"
"Nt5dc2"
"Klhl33"
"D14Ertd668e"
"Bik"
"Sub1"
"Nipal2"
"Ehhadh"
"Mrpl41"
"Kcnn3"
"Zfp69"
"Mtap7d3"
"Lrrc10"
"Vdac1"
"1810027O10Rik"
"Zdhhc20"
"Pgcp"
"Pgm2"
"Fam92a"
"Atp5j2"
"Lilra5"
"Tmem147"
"Fcer1g"
"9030612E09Rik"
"Pex7"
"Phospho1,Zfp652"
"Adra1b"
"Gm20390,Nme1,Nme2"
"Pdzrn4"
"Crim1"
"Fam82a1"
"2410004N09Rik"
"Fam111a"
"Fbxo3"
"Dusp2"
"Ly75"
"2400001E08Rik"
"Mrpl46"
"Vdac3"
"Dars"
"Cltb"
"Abhd4"
"Reep4"
"Cbx5"
"Itga6"
"Atp5g3"
"Ptprj"
"Fjx1"
"Frem2"
"Nbea"
"5730508B09Rik"
"Ipo13"
"Cxcl9"
"Sart3"
"Ttyh1"
"Cfdp1"
"Pin1"
"5530601H04Rik"
"Hlx"
"Nuak1"
"Myocd"
"Exoc6"
"Ppp2r5b"
"5930434B04Rik"
"Cubn"
"Ankrd35"
"Kbtbd12"
"Suclg2"
"Cpe"
"Rrad"
"Lrrc48"
"Anxa7"
"Adrbk1"
"Gm14411"
"Pde5a"
"Gmeb1"
"Polm"
"Grhl1"
"Agxt2,Prlr"
"H2-Q1"
"Elmo2"
"Pde7a"
"B4galt2,Ccdc24"
"Srrm1"
"Slc6a13"
"Wnt11"
"Nr2f2"
"Dvl1"
"Cttnbp2"
"Relt"
"2900092E17Rik,Gm20418,Mvp,Prrt2"
"Lonp2"
"Kank2"
"Abcg4"
"Cadm3"
"Rcor1"
"Mipep"
"Tuba1b"
"Gm9027"
"Gpsm3,Pbx2"
"Ccnf"
"Stx3"
"Gm13453"
"Gm12439"
"Laptm5"
"Dchs1"
"Gm10282"
"Ipo9"
"Wif1"
"Nfic"
"Nts"
"Rgs6"
"Uchl3"
"Supt16h"
"Mfsd10"
"Gm14680"
"Il1rl2"
"Hspa1a"
"Arl6ip6"
"Rbm43"
"Cog6"
"Atp5f1"
"Prpf38a"
"Itga9"
"Acy1"
"Prg4"
"Qrsl1"
"B230219D22Rik"
"Ddhd1"
"Abcc5"
"Abl1"
"Prrg4"
"5430405H02Rik"
"Gpsm2"
"Nans"
"Smyd1"
"Prkrir"
"Zkscan2"
"Hyal1,Hyal3,Nat6"
"Nek7"
"Nol8"
"Slco2b1"
"Txndc5"
"Hiatl1"
"Tars2"
"Abhd11"
"Ccnd1"
"Cyld"
"Ace2"
"Lactb2"
"2010107G23Rik"
"Acaca"
"Comt"
"Acaa2"
"Rnd3"
"Gm5931"
"Arl10"
"Arfgap3"
"2810055G20Rik"
"Commd10"
"Ms4a6b"
"Hhex"
"Ldb1"
"Tox2"
"Gpx7"
"Grrp1"
"Casd1"
"Dact3"
"Ifitm1"
"Mdm4-ps"
"Pcnt"
"Rapsn"
"2810407C02Rik"
"Igsf10"
"Enpep"
"Lrrc8b"
"2310046A06Rik"
"Ppm1a"
"Mylip"
"Serpinb1c"
"Dek"
"Tmbim6"
"Nrbp2"
"Ank2"
"Kdelr2"
"Ltf"
"Cthrc1"
"Igf2bp3"
"Ckm"
"Wdr62"
"Csnk1g1"
"Slitrk4"
"Bcl6b"
"Glis2"
"Bace2"
"Srgap3"
"Dpy19l3"
"Pdlim3"
"Kcne1l"
"AI317395"
"Erh"
"Mpst"
"Rhd"
"2610029I01Rik"
"Gmcl1"
"Ncoa7"
"H2afy2"
"Hint2"
"Ift81"
"Bcl2l13"
"Zfp28"
"Ppp1r12b"
"Upf2"
"Fktn"
"Tmem41b"
"Gatsl3"
"BC030867"
"Rasd1"
"Dhfr"
"Ccbe1"
"Ppp1r14b"
"Mrpl23-ps1"
"Gtf2ird1"
"Jag2"
"Apod"
"Gpr155"
"Adamts3"
"Gm8203"
"Mrpl15"
"Tgfb2"
"Cnpy2"
"Vmp1"
"Abhd3"
"Fibin"
"Gm6505"
"Nrgn"
"Ap1s3"
"2410018L13Rik"
"Zfyve21"
"Gm826"
"Setd1b"
"6430598A04Rik"
"Dnase2a"
"Erbb4"
"Hmcn1"
"Tra2b"
"Ssbp3"
"Chd4"
"Inppl1"
"Wdr13"
"Hdac2"
"Npr3"
"4930593A02Rik"
"Gm9790"
"Otud3"
"Rbms3"
"Igfbp5"
"Arid5b"
"2310044G17Rik"
"Lgals8"
"Cep110"
"Nphp4"
"Cyp2j9"
"Rfwd2"
"Plscr3"
"Tnfrsf10b"
"Poldip3"
"Orc1"
"Eno1"
"Cd33"
"Dusp8"
"Igfbp7"
"Pml"
"Itih4"
"Efemp2"
"Tram1l1"
"Epha7"
"Cep57"
"Psmd12"
"Fkbp5"
"Nrtn"
"Cdan1,Ttbk2"
"Duox2"
"Frrs1"
"Usp1"
"Tnni2"
"Cebpg"
"Lrrc16b"
"Dcbld2"
"Phgdh"
"Srsf11"
"Scml2"
"Cdc14b"
"Pip5k1b"
"Gnai3"
"Tmem209"
"March9"
"Ap2b1"
"Epb4.1l4a"
"Grpel2"
"Nucks1"
"Cep68"
"Rps7"
"Cd80"
"2810432L12Rik"
"Kit"
"Dnajc30"
"Ulk1"
"Gm6180"
"Klhl34"
"Pawr"
"Mdm2"
"Stmn4"
"Gramd1c"
"1810013D10Rik"
"Adam1a,Mapkapk5"
"Radil"
"Tmem86a"
"Sugt1"
"Stk3"
"Ncoa5"
"Col4a5"
"AI597479"
"4930547N16Rik"
"Icam2"
"Ttc3"
"Mrpl39"
"Camk1d"
"Prr5l"
"L3mbtl3"
"Pak4"
"Tmem177"
"Tex2"
"Gm13308"
"Rps8"
"Neu3"
"Htatsf1"
"Zfp207"
"Chmp4c"
"Ap2s1"
"Bzw1"
"Ubr5"
"Tyro3"
"2810403A07Rik"
"Aktip"
"6030419C18Rik"
"Dock11"
"Il13ra1"
"Eif4a-ps4"
"Tax1bp3"
"Gm7120"
"Lamtor3"
"Ptgr1"
"Ppp2r1b"
"Adam17"
"Myo10"
"Adcyap1r1"
"Lrig1"
"Nid1"
"Hmgcl"
"Gm4535"
"Gm16094"
"E030030I06Rik"
"Ccdc142,Mrpl53"
"9030407P20Rik"
"Proca1"
"Fzd3"
"Ston1"
"I830012O16Rik"
"Rpsa-ps12"
"Cmtm8"
"Kdm6a"
"Pnck"
"Msl3"
"Msln"
"4933411K16Rik,Hoga1"
"Serpini1"
"Serbp1"
"Arhgap10"
"Tle2"
"Slc2a13"
"Paip2"
"Gm6710"
"Mfsd7a"
"Ncf1"
"Gimap8"
"Snrpg"
"Col4a1"
"Mdm4"
"Epn3"
"Cdc23"
"Rps15a-ps4"
"P4ha3"
"Ankrd52"
"Bre,Mrpl33"
"Agbl3"
"Trim21"
"Dcaf15"
"Kbtbd3"
"Rpp25"
"B630019K06Rik"
"Mrps9"
"Thra"
"Mpdu1"
"Snx6"
"Rad54l"
"Ube2m"
"Siah1b"
"Lrrc52"
"Ccl12"
"Eif2ak4"
"Efs"
"Tmem178"
"Stap2"
"2810046L04Rik"
"Mpzl3"
"Arhgef12"
"Exo1"
"Fbxw7"
"Gm13202"
"Pds5b"
"Lrfn1"
"Dazap1"
"2310050B05Rik"
"Rpl41"
"Klf5"
"Wnk1"
"Irak3"
"Ksr1"
"Itgb8"
"Cggbp1"
"Ube2e3"
"Atxn7l2"
"U4"
"Gnb3"
"Plekhb1"
"Avpr1a"
"Homer1"
"Kif20a"
"Tnfaip8l2"
"Ifi44"
"Fastkd2"
"Mrpl21"
"4930529M08Rik"
"Cfi"
"4732418A04Rik"
"Osbpl9"
"Thsd1"
"Cog8"
"Lmf1"
"Ephx3"
"Tagln2"
"Irf9,Rnf31"
"Klf12"
"B230206F22Rik"
"Inpp5j"
"Gtf2b"
"Gm5113"
"Rnf121"
"4930486L24Rik"
"Nln"
"Ppp1r11"
"Dennd2a"
"Trim37"
"Depdc1b"
"Wdyhv1"
"Ss18"
"Cpa3"
"Gm4070"
"Tha1"
"Id4"
"Rbak"
"Anxa2"
"Ngp"
"Ccdc50"
"Amd-ps3"
"Dagla"
"Arfgef2"
"Bhlhe41"
"Nfrkb"
"Npat"
"Ppil6"
"Sp1"
"Gm12563"
"Szt2"
"Hdac1"
"Sigirr"
"Rbmxl1"
"Tdg"
"Arhgap39"
"1700020I14Rik"
"Sema6a"
"Rpa3"
"Enox"
"Mov10"
"Gde1"
"Slc25a31"
"4930503B20Rik,Samd13"
"Rnf122"
"Rpl38"
"Snx18"
"Kif7"
"Lyrm7"
"Rab10"
"Pura"
"Ankrd16"
"Naaa"
"Pold3"
"Mtap1s"
"Gpr64"
"Rnf6"
"Zfp180"
"Dgkz"
"1700003E16Rik"
"Gm15181"
"Efna2"
"Etf1"
"Ube2q1"
"Abcf2"
"Gm9825"
"Gm14892"
"Fam108c"
"Zdhhc2"
"Efr3a"
"U2af1"
"Ctnnbl1"
"Anp32e"
"Lrrc42"
"Rbm5"
"Gm7429"
"Bag2"
"Ypel1"
"E030010A14Rik"
"Arhgap17"
"Col5a3"
"Gm14925"
"Mrps17"
"Abhd2"
"Ttll4"
"Gm7592"
"Lmnb2"
"Gm14286"
"Gm14326"
"5430416O09Rik"
"Spcs3"
"Moxd1"
"Zfp367"
"Mthfd2l"
"Klf14"
"Rd3"
"Hnrpll"
"2700081O15Rik"
"Ubfd1"
"Zfp319"
"Smek1"
"Clk2"
"Cth"
"Gm6382"
"Rnaseh2b"
"Gbe1"
"Gm15484"
"C230052I12Rik"
"Gm12919"
"Sepn1"
"P2rx7"
"Gm5806"
"Gm14261"
"Tlr5"
"E130203B14Rik"
"Ggta1"
"Bcl7b"
"Gm10043"
"Wnt2"
"Pik3c2a"
"Pms2,Rsph10b2"
"Lcorl"
"Clec5a"
"Gm10712"
"Iqgap2"
"Tsfm"
"Ly6i"
"Plcl2"
"Clec4a3"
"Thumpd1"
"Xaf1"
"Ttc38"
"2610528E23Rik"
"Asxl1"
"2610528B01Rik"
"Pgp"
"Gm10557"
"Slc8a2"
"Tspyl5"
"Prkab2"
"Nudt12"
"Me2"
"Pola2"
"Cald1"
"Lysmd2"
"Slc39a3"
"Snap23"
"Fam82a2"
"Gadd45a"
"Atp7a"
"Gstt1"
"Slc26a2"
"Nipal3"
"Ncapg"
"Ndufaf3"
"Nmt2"
"Pxn"
"Col6a3"
"Eif1"
"Arhgap15"
"Cxcl1"
"Piga"
"Tmem186"
"Sfxn2"
"Garnl3"
"Ube2d3"
"Magi1"
"Serinc1"
"C130039O16Rik"
"Nsa2"
"RP24-201C14.5"
"Josd2"
"Ddb1"
"Wdr76"
"Pygl"
"Srsf9"
"Ahrr"
"Poli"
"Stk39"
"Plk-ps1"
"Zfp688"
"Tspan14"
"Gm14401"
"Mrps7"
"Alox5"
"Tnfrsf11a"
"Ampd2"
"Lias"
"Atg4c"
"Wiz"
"Wdr91"
"Nlrc5"
"Gm10068"
"4833403I15Rik"
"Leng9"
"Plekhg2"
"Tlr7"
"Zfp759"
"Nrm"
"Afg3l2"
"Ufsp1"
"Gm5331"
"Copb1"
"Snx7"
"Zscan20"
"Ywhab"
"Ncoa6"
"Apobec1"
"Dzip1"
"Dusp27"
"Unc93b1"
"Limk1"
"Fut10"
"Rpl10a-ps1"
"Mark1"
"Mrps24,Urgcp"
"Txndc15"
"BC022687"
"Gm17131"
"Amot"
"4921536K21Rik"
"Dcakd"
"Sdha"
"Nudcd3"
"Gm9781"
"Rpl34-ps1"
"Syt12"
"Mrpl51"
"AI462493"
"Maml3"
"Ulk2"
"Asb12"
"Ivns1abp"
"1190007I07Rik"
"9430076C15Rik"
"Nudt21"
"St3gal4"
"Lap3"
"Pomp"
"Stmn2"
"Gm9846"
"Mapk1ip1l"
"2610039C10Rik"
"Zfp462"
"Kbtbd11"
"Reep6"
"4632427E13Rik"
"Pcna-ps2"
"Zfp354a"
"Adcy4"
"Atg4a-ps"
"Gm8292"
"Sept8"
"Ctdnep1"
"Rpl27a"
"Cish"
"Srp54a,Srp54b"
"Ldb2"
"Gm7236"
"Phf19"
"Crlf3"
"Klra3,Klra9"
"Thsd4"
"Arhgef4"
"5730437N04Rik"
"Gm7027"
"Sco1"
"Caprin2"
"Ppa2"
"Casp4"
"Gm8606"
"Dram1"
"Rpl15"
"Pcyox1"
"Rbmx2"
"Efnb3"
"Trim62"
"Chfr"
"Tmem42"
"Defb25"
"Malt1"
"Bmi1"
"Hdac4"
"Zfyve1"
"Pkdrej"
"Cramp1l"
"Clcn4-2"
"Ubl5"
"Nkiras1"
"Vps37d"
"Heyl"
"Parm1"
"Slc5a6"
"Ampd3"
"Zfp828"
"Ankrd32"
"N6amt1"
"Atl2"
"Siah2"
"Recql4"
"Dnm1l"
"Mrpl14"
"4930453N24Rik"
"Rsbn1l"
"Camta2,Spag7"
"Mtap6"
